AccidentSeverity,Region,LightCondition,WeatherCondition,AccidentMonth,AccidentDay,Accidents
Slight,South East,Darkness - no lighting,Fine,February,Tuesday,7
Serious,South East,Darkness - lights lit,Fine,February,Thursday,6
Serious,South East,Darkness - lighting unknown,Fine,February,Thursday,1
Slight,South East,Darkness - lights unlit,Fine,February,Saturday,2
Slight,South East,Darkness - no lighting,Raining,February,Sunday,3
Serious,South East,Darkness - no lighting,Fine,February,Monday,4
Fatal,South East,Darkness - no lighting,Fine,February,Monday,2
Slight,South East,Darkness - lights lit,Raining,February,Wednesday,5
Slight,South East,Darkness - lights lit,Raining,February,Thursday,4
Slight,South East,Darkness - no lighting,Raining heavily,February,Friday,2
Fatal,South East,Daylight,Fine + high winds,February,Friday,2
Serious,South East,Darkness - lights lit,Raining heavily,February,Friday,2
Slight,South East,Darkness - lights lit,Fine + high winds,February,Friday,4
Slight,South East,Darkness - no lighting,Fine + high winds,February,Friday,1
Serious,South East,Darkness - no lighting,Fine,February,Saturday,6
Slight,South East,Daylight,Raining heavily,February,Sunday,2
Slight,South East,Darkness - lights lit,Fine + high winds,February,Sunday,3
Serious,South East,Darkness - no lighting,Fine,February,Sunday,3
Fatal,South East,Darkness - no lighting,Fine + high winds,February,Monday,1
Slight,South East,Daylight,Fine + high winds,February,Monday,5
Serious,South East,Daylight,Fine + high winds,February,Monday,1
Serious,South East,Darkness - lights lit,Fine,February,Monday,7
Slight,South East,Darkness - lights lit,Other,February,Monday,1
Slight,South East,Daylight,Fine + high winds,February,Tuesday,4
Fatal,South East,Darkness - lights lit,Fine,February,Thursday,1
Slight,South East,Daylight,Fog or mist,February,Saturday,1
Serious,South East,Darkness - lights lit,Raining,February,Friday,1
Serious,South East,Darkness - no lighting,Raining,March,Tuesday,1
Slight,South East,Daylight,Raining,March,Tuesday,18
Serious,South East,Daylight,Raining,March,Wednesday,6
Slight,South East,Darkness - no lighting,Unknown,March,Sunday,1
Slight,South East,Darkness - no lighting,Fine,March,Sunday,5
Slight,South East,Darkness - lights unlit,Fine,March,Monday,2
Serious,South East,Darkness - lights lit,Fine,March,Tuesday,5
Serious,South East,Darkness - no lighting,Fine,March,Thursday,3
Serious,South East,Darkness - lights lit,Raining,March,Friday,4
Serious,South East,Daylight,Other,March,Saturday,1
Serious,South East,Darkness - lights lit,Fine,March,Saturday,7
Serious,South East,Darkness - lights lit,Raining,March,Saturday,1
Slight,South East,Darkness - no lighting,Raining,March,Sunday,1
Serious,South East,Darkness - no lighting,Raining,March,Sunday,1
Serious,South East,Darkness - lighting unknown,Fine,March,Tuesday,2
Serious,South East,Darkness - lights lit,Fine,March,Wednesday,5
Serious,South East,Darkness - lighting unknown,Fine,March,Thursday,1
Slight,South East,Daylight,Raining,March,Sunday,6
Fatal,South East,Daylight,Fine,March,Sunday,1
Slight,South East,Darkness - no lighting,Fine,March,Monday,6
Slight,South East,Darkness - lighting unknown,Fine,March,Monday,3
Fatal,South East,Darkness - lights lit,Fine,March,Thursday,1
Serious,South East,Darkness - no lighting,Fine,March,Friday,6
Fatal,South East,Daylight,Fine,March,Friday,1
Slight,South East,Darkness - lighting unknown,Fine,March,Sunday,2
Serious,South East,Darkness - lights lit,Fine,March,Sunday,5
Serious,South East,Darkness - no lighting,Fine,March,Monday,1
Serious,South East,Darkness - lighting unknown,Fine,March,Monday,1
Slight,South East,Darkness - lighting unknown,Fine,March,Tuesday,1
Serious,South East,Darkness - lighting unknown,Fine,March,Wednesday,3
Slight,South East,Darkness - lighting unknown,Fine,March,Wednesday,2
Slight,South East,Darkness - no lighting,Raining,March,Thursday,1
Slight,South East,Daylight,Snowing,April,Friday,5
Fatal,South East,Daylight,Fine,April,Monday,2
Serious,South East,Darkness - no lighting,Fine,April,Wednesday,3
Slight,South East,Daylight,Raining,April,Wednesday,4
Slight,South East,Daylight,Fine + high winds,April,Wednesday,1
Slight,South East,Darkness - no lighting,Fine,April,Thursday,5
Serious,South East,Daylight,Raining,April,Tuesday,1
Slight,South East,Darkness - lighting unknown,Fine,April,Wednesday,4
Serious,South East,Darkness - lights lit,Fog or mist,April,Thursday,1
Slight,South East,Darkness - lights lit,Fog or mist,April,Thursday,1
Slight,South East,Daylight,Raining,April,Saturday,2
Serious,South East,Darkness - lighting unknown,Fine,April,Monday,1
Serious,South East,Darkness - lights unlit,Fine,April,Thursday,1
Serious,South East,Darkness - no lighting,Fine,April,Sunday,3
Serious,South East,Darkness - no lighting,Fine,April,Tuesday,2
Slight,South East,Darkness - lighting unknown,Fine,April,Thursday,1
Serious,South East,Darkness - lights unlit,Fine,April,Saturday,1
Slight,South East,Darkness - no lighting,Raining,May,Sunday,4
Fatal,South East,Darkness - lights lit,Fine,May,Monday,1
Slight,South East,Darkness - no lighting,Fine,May,Wednesday,3
Serious,South East,Darkness - lights lit,Fine,May,Thursday,3
Serious,South East,Darkness - no lighting,Fine,May,Thursday,4
Serious,South East,Darkness - lights lit,Fine,May,Sunday,6
Slight,South East,Darkness - no lighting,Fine,May,Thursday,3
Slight,South East,Darkness - no lighting,Fine,May,Friday,5
Slight,South East,Darkness - lights lit,Raining,May,Sunday,3
Serious,South East,Daylight,Raining,May,Monday,9
Slight,South East,Daylight,Raining,May,Friday,10
Fatal,South East,Daylight,Fine,May,Saturday,3
Slight,South East,Darkness - lights lit,Raining heavily,May,Sunday,1
Slight,South East,Daylight,Fine + high winds,May,Monday,1
Slight,South East,Darkness - no lighting,Fine,May,Monday,4
Fatal,South East,Daylight,Fine,May,Monday,1
Slight,South East,Darkness - lights lit,Fine,May,Tuesday,11
Slight,South East,Darkness - lights lit,Fine,June,Wednesday,7
Slight,South East,Darkness - lights lit,Raining,June,Wednesday,1
Serious,South East,Darkness - lights lit,Fine,June,Saturday,5
Slight,South East,Darkness - no lighting,Raining,June,Sunday,3
Fatal,South East,Daylight,Fine,June,Sunday,3
Slight,South East,Daylight,Raining,June,Sunday,3
Slight,South East,Daylight,Raining,June,Tuesday,6
Fatal,South East,Daylight,Fine,June,Tuesday,3
Slight,South East,Darkness - lighting unknown,Fine,June,Tuesday,1
Serious,South East,Darkness - lights lit,Raining,June,Tuesday,1
Slight,South East,Darkness - no lighting,Fine,June,Wednesday,3
Slight,South East,Darkness - lights lit,Raining,June,Thursday,1
Serious,South East,Darkness - lights lit,Fine,June,Sunday,3
Slight,South East,Darkness - no lighting,Fine,June,Tuesday,6
Fatal,South East,Daylight,Fine,June,Wednesday,4
Serious,South East,Darkness - lights lit,Fine,June,Thursday,3
Slight,South East,Darkness - lights unlit,Raining,June,Sunday,1
Slight,South East,Darkness - lights lit,Fine,June,Monday,6
Slight,South East,Darkness - no lighting,Raining,June,Wednesday,2
Slight,South East,Daylight,Raining,June,Thursday,5
Serious,South East,Daylight,Raining,June,Thursday,2
Serious,South East,Darkness - lights unlit,Fine,July,Saturday,1
Slight,South East,Darkness - no lighting,Fine,July,Friday,8
Slight,South East,Daylight,Raining,July,Saturday,1
Serious,South East,Darkness - no lighting,Fine,July,Saturday,5
Slight,South East,Darkness - lighting unknown,Fine,July,Sunday,4
Fatal,South East,Daylight,Fine,July,Thursday,2
Slight,South East,Darkness - lighting unknown,Fine,July,Friday,2
Serious,South East,Darkness - no lighting,Fine,July,Friday,4
Fatal,South East,Daylight,Fine,July,Monday,2
Slight,South East,Darkness - lights lit,Fine,July,Wednesday,2
Slight,South East,Darkness - lights lit,Fine,July,Thursday,6
Slight,South East,Darkness - no lighting,Fine,July,Thursday,4
Fatal,South East,Darkness - lights lit,Fine,July,Sunday,1
Slight,South East,Daylight,Other,July,Monday,2
Serious,South East,Darkness - no lighting,Fine,July,Thursday,3
Fatal,South East,Darkness - no lighting,Fine,July,Saturday,1
Serious,South East,Darkness - lights lit,Fine,August,Monday,6
Serious,South East,Darkness - lighting unknown,Fine,August,Thursday,1
Slight,South East,Darkness - lighting unknown,Fine,August,Wednesday,1
Slight,South East,Darkness - no lighting,Fine,August,Saturday,6
Serious,South East,Darkness - lighting unknown,Fine,August,Sunday,1
Slight,South East,Darkness - lighting unknown,Fine,August,Sunday,1
Serious,South East,Darkness - lighting unknown,Fine,August,Monday,2
Slight,South East,Darkness - lighting unknown,Fine,August,Monday,1
Serious,South East,Darkness - lights lit,Fine,August,Wednesday,5
Slight,South East,Daylight,Raining,August,Tuesday,6
Serious,South East,Darkness - no lighting,Fine,August,Tuesday,1
Serious,South East,Daylight,Raining,August,Wednesday,1
Fatal,South East,Darkness - lighting unknown,Fine,August,Thursday,1
Slight,South East,Daylight,Raining,August,Friday,3
Slight,South East,Darkness - no lighting,Unknown,August,Friday,1
Slight,South East,Daylight,Raining,August,Monday,5
Slight,South East,Darkness - lights lit,Raining,August,Thursday,3
Serious,South East,Daylight,Raining,August,Thursday,1
Slight,South East,Daylight,Other,August,Thursday,1
Fatal,South East,Darkness - no lighting,Fine,August,Thursday,1
Slight,South East,Darkness - lights lit,Fog or mist,August,Friday,1
Slight,South East,Darkness - no lighting,Fine,August,Sunday,5
Fatal,South East,Darkness - no lighting,Fine,August,Wednesday,1
Serious,South East,Darkness - no lighting,Fine,September,Sunday,1
Slight,South East,Darkness - lighting unknown,Fine,September,Tuesday,1
Slight,South East,Daylight,Raining,September,Wednesday,6
Slight,South East,Daylight,Raining,September,Monday,7
Slight,South East,Darkness - no lighting,Raining,September,Thursday,3
Slight,South East,Daylight,Raining,September,Thursday,24
Serious,South East,Daylight,Raining,September,Thursday,1
Slight,South East,Darkness - lighting unknown,Fine,September,Saturday,2
Serious,South East,Daylight,Raining,September,Tuesday,3
Slight,South East,Darkness - no lighting,Raining,September,Wednesday,2
Serious,South East,Darkness - lights lit,Raining,September,Wednesday,2
Fatal,South East,Daylight,Fine,September,Sunday,3
Serious,South East,Darkness - lighting unknown,Fine,September,Monday,1
Fatal,South East,Darkness - no lighting,Fine,September,Wednesday,1
Serious,South East,Darkness - lights lit,Fine,September,Wednesday,1
Slight,South East,Darkness - no lighting,Fine,September,Friday,6
Slight,South East,Darkness - no lighting,Fine,September,Monday,3
Slight,South East,Darkness - no lighting,Fine,September,Tuesday,4
Slight,South East,Daylight,Raining,October,Sunday,11
Serious,South East,Darkness - no lighting,Fine,October,Monday,2
Slight,South East,Daylight,Raining heavily,October,Wednesday,2
Slight,South East,Daylight,Fine + high winds,October,Wednesday,3
Slight,South East,Darkness - lighting unknown,Fine,October,Thursday,3
Slight,South East,Darkness - lighting unknown,Fine,October,Wednesday,3
Serious,South East,Darkness - lights lit,Fine,October,Wednesday,8
Slight,South East,Darkness - lights lit,Raining,October,Thursday,1
Serious,South East,Daylight,Raining,October,Sunday,3
Slight,South East,Darkness - lighting unknown,Fine,October,Monday,1
Slight,South East,Daylight,Raining heavily,October,Sunday,3
Fatal,South East,Daylight,Fine,October,Tuesday,5
Slight,South East,Daylight,Fine + high winds,October,Sunday,2
Serious,South East,Daylight,Raining,October,Monday,1
Slight,South East,Daylight,Raining heavily,November,Tuesday,6
Slight,South East,Daylight,Fine + high winds,November,Tuesday,4
Slight,South East,Darkness - lighting unknown,Raining heavily,November,Tuesday,1
Serious,South East,Darkness - no lighting,Raining,November,Wednesday,3
Serious,South East,Darkness - lights lit,Raining heavily,November,Wednesday,2
Fatal,South East,Darkness - no lighting,Raining,November,Wednesday,1
Slight,South East,Darkness - no lighting,Raining heavily,November,Thursday,2
Serious,South East,Daylight,Raining heavily,November,Thursday,1
Slight,South East,Daylight,Raining heavily,November,Thursday,3
Slight,South East,Darkness - lighting unknown,Raining,November,Thursday,1
Serious,South East,Darkness - lights lit,Raining,November,Thursday,4
Serious,South East,Darkness - no lighting,Raining,November,Saturday,1
Slight,South East,Darkness - no lighting,Raining,November,Sunday,6
Fatal,South East,Darkness - lights lit,Raining heavily,November,Saturday,1
Serious,South East,Darkness - lighting unknown,Fine,November,Sunday,4
Serious,South East,Daylight,Raining,November,Monday,9
Serious,South East,Darkness - lights lit,Raining heavily,November,Monday,1
Slight,South East,Darkness - lights lit,Raining heavily,November,Monday,1
Serious,South East,Daylight,Raining heavily,November,Tuesday,3
Serious,South East,Daylight,Raining,November,Friday,1
Serious,South East,Darkness - lights lit,Fine,November,Wednesday,10
Fatal,South East,Daylight,Fine,November,Friday,5
Fatal,South East,Daylight,Fine,November,Saturday,1
Slight,South East,Darkness - lights unlit,Fine,November,Tuesday,2
Serious,South East,Daylight,Raining,November,Wednesday,3
Slight,South East,Darkness - lights lit,Raining heavily,November,Wednesday,6
Slight,South East,Darkness - no lighting,Fine,November,Thursday,10
Slight,South East,Daylight,Fine + high winds,November,Sunday,1
Slight,South East,Darkness - lights unlit,Raining heavily,November,Wednesday,1
Slight,South East,Darkness - lights lit,Raining heavily,November,Saturday,2
Serious,South East,Darkness - lights lit,Raining,November,Saturday,3
Serious,South East,Darkness - no lighting,Fine,November,Sunday,2
Slight,South East,Darkness - no lighting,Fog or mist,November,Wednesday,2
Serious,South East,Darkness - lights lit,Fog or mist,December,Thursday,2
Slight,South East,Darkness - no lighting,Fog or mist,December,Friday,2
Serious,South East,Darkness - lighting unknown,Fine,December,Monday,2
Serious,South East,Darkness - no lighting,Fine,December,Monday,4
Serious,South East,Darkness - lights lit,Fine,December,Tuesday,7
Serious,South East,Daylight,Snowing,December,Wednesday,1
Slight,South East,Darkness - lighting unknown,Fine,December,Sunday,6
Serious,South East,Daylight,Raining,December,Sunday,2
Slight,South East,Darkness - no lighting,Snowing,December,Sunday,9
Slight,South East,Darkness - lights lit,Snowing,December,Monday,1
Serious,South East,Darkness - lights lit,Fine,December,Monday,6
Slight,South East,Darkness - lighting unknown,Fine,December,Monday,2
Slight,South East,Darkness - no lighting,Fine,December,Wednesday,8
Serious,South East,Darkness - lights lit,Fine,December,Wednesday,5
